version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 13,1782968794001,2026-07-02_05-06-34,Africa/Kigali,ios,1.60.1,30514c6a-abfd-4bf3-afad-a7ff394b7a66,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.5
