time,seconds_elapsed,z,y,x
1782968842277636600,0.06463671875,-0.9852069020271301,-0.054548196494579315,-1.1483079195022583
1782968842287563300,0.074563232421875,-1.0223313570022583,-0.015663648024201393,-1.1619858741760254
1782968842297489400,0.084489501953125,-1.0844857692718506,0.07354239374399185,-1.1393424272537231
1782968842307415600,0.09441552734375,-1.1481918096542358,0.17388631403446198,-1.1184264421463013
1782968842317341400,0.104341552734375,-1.1884098052978516,0.28732284903526306,-1.103721261024475
1782968842327268400,0.114268310546875,-1.1811604499816895,0.38272979855537415,-1.0959688425064087
1782968842337194500,0.124194580078125,-1.1175651550292969,0.45672574639320374,-1.0880807638168335
1782968842347120600,0.13412060546875,-1.0185108184814453,0.5434505343437195,-1.0743365287780762
1782968842357047300,0.14404736328125,-0.9243302345275879,0.6186797618865967,-1.0706764459609985
1782968842366973400,0.153973388671875,-0.8524693250656128,0.6779665350914001,-1.057775855064392
1782968842376899600,0.163899658203125,-0.800822377204895,0.6993644833564758,-1.0495094060897827
1782968842386826500,0.173826416015625,-0.7732996940612793,0.6591147780418396,-1.0425151586532593
1782968842396752400,0.18375244140625,-0.7700825929641724,0.5458422899246216,-1.0193440914154053
1782968842406678500,0.193678466796875,-0.7640265822410583,0.40346330404281616,-0.9343540668487549
1782968842416605400,0.20360546875,-0.7584749460220337,0.31820327043533325,-0.7724698185920715
1782968842426531300,0.21353125,-0.7835935950279236,0.2578592300415039,-0.6031215786933899
1782968842436457500,0.22345751953125,-0.8353241682052612,0.23550918698310852,-0.4527597427368164
1782968842446383400,0.23338330078125,-0.8865399360656738,0.2471381574869156,-0.2904486060142517
1782968842456310500,0.243310546875,-0.9303058385848999,0.28516650199890137,-0.12255680561065674
1782968842466236400,0.253236328125,-0.9346025586128235,0.383038729429245,-0.0019289276096969843
1782968842476162600,0.26316259765625,-0.8656794428825378,0.5437442660331726,0.0030748858116567135
1782968842486089500,0.27308935546875,-0.705848217010498,0.740292489528656,-0.14955566823482513
1782968842496015400,0.283015380859375,-0.48234453797340393,0.9423198699951172,-0.337012380361557
1782968842505941500,0.29294140625,-0.31933191418647766,0.9380524158477783,-0.4690937101840973
1782968842515868400,0.302868408203125,-0.15900030732154846,0.774154007434845,-0.5142665505409241
1782968842525794600,0.312794677734375,0.15517334640026093,0.6723536252975464,-0.428316205739975
1782968842535720400,0.322720458984375,0.4455716013908386,0.4876847267150879,-0.21766121685504913
1782968842545647400,0.3326474609375,0.6288490295410156,0.23389558494091034,0.06975724548101425
1782968842555573500,0.342573486328125,0.7585892081260681,0.10936164110898972,0.44851601123809814
1782968842565499400,0.35249951171875,0.8229303359985352,0.013016466051340103,0.8067178130149841
1782968842575425300,0.36242529296875,0.794021487236023,-0.12585006654262543,1.017267107963562
1782968842585352400,0.3723525390625,0.7307729721069336,-0.21289123594760895,1.117322325706482
1782968842595278600,0.382278564453125,0.7389262914657593,-0.154684379696846,1.157518982887268
1782968842605204200,0.392204345703125,0.8114422559738159,-0.020671723410487175,1.147047758102417
1782968842615131400,0.40213134765625,0.8881562352180481,0.09606048464775085,1.0994242429733276
1782968842625057500,0.4120576171875,0.9178810715675354,0.1996539831161499,1.0284249782562256
1782968842634983400,0.4219833984375,0.9057048559188843,0.28974711894989014,0.9518119096755981
1782968842644910300,0.431910400390625,0.8655033707618713,0.31554490327835083,0.8685199618339539
1782968842654836500,0.44183642578125,0.8315134644508362,0.26612064242362976,0.8220371007919312
1782968842664762600,0.4517626953125,0.8175371885299683,0.16184082627296448,0.8511230945587158
1782968842674688300,0.461688232421875,0.8463789820671082,0.008927981369197369,0.9296714663505554
1782968842684615400,0.471615478515625,0.9125403761863708,-0.17536570131778717,1.0400536060333252
1782968842694541600,0.48154150390625,1.0078741312026978,-0.2924635410308838,1.1577938795089722
1782968842704467500,0.491467529296875,1.1168237924575806,-0.36961665749549866,1.2410972118377686
1782968842714394400,0.501394287109375,1.2094274759292603,-0.4201565384864807,1.2534431219100952
1782968842724320500,0.511320556640625,1.2711976766586304,-0.44795939326286316,1.1930292844772339
1782968842734246400,0.521246337890625,1.2750022411346436,-0.4541557729244232,1.0695569515228271
1782968842744173600,0.531173583984375,1.2258716821670532,-0.4508984684944153,0.9207128286361694
1782968842754099500,0.541099365234375,1.1247889995574951,-0.44091135263442993,0.7874045968055725
1782968842764025300,0.551025390625,0.9920453429222107,-0.4115515947341919,0.6986566185951233
1782968842773952300,0.5609521484375,0.866498589515686,-0.34737128019332886,0.6447345018386841
1782968842783878400,0.57087841796875,0.7750160694122314,-0.262965589761734,0.5940998196601868
1782968842793804300,0.58080419921875,0.7340734601020813,-0.16676954925060272,0.5528584122657776
1782968842803730200,0.590730224609375,0.702643632888794,-0.09982912242412567,0.515548050403595
1782968842813657300,0.6006572265625,0.6731352806091309,-0.06542987376451492,0.47829732298851013
1782968842823583500,0.61058349609375,0.6595773696899414,-0.0379127599298954,0.4462054371833801
1782968842833509400,0.62050927734375,0.6700223088264465,-0.03056296892464161,0.4066236913204193
1782968842843436300,0.630436279296875,0.6857038140296936,-0.025909626856446266,0.3557157516479492
1782968842853362400,0.640362548828125,0.6826499700546265,-0.01158661488443613,0.27989184856414795
1782968842863288300,0.650288330078125,0.6742503046989441,-0.04015514254570007,0.2702232301235199
1782968842873215500,0.660215576171875,0.59064120054245,-0.08441554754972458,0.32425904273986816
1782968842883141400,0.670141357421875,0.4812640845775604,-0.13619379699230194,0.4093123972415924
1782968842893067300,0.6800673828125,0.44157686829566956,-0.15770255029201508,0.4965783357620239
1782968842902994400,0.689994384765625,0.4619010388851166,-0.137013241648674,0.5797044038772583
1782968842912920300,0.69992041015625,0.4701342284679413,-0.11046845465898514,0.6154218912124634
1782968842922846200,0.70984619140625,0.45455923676490784,-0.09967625886201859,0.5977960228919983
1782968842932772400,0.7197724609375,0.41881030797958374,-0.09520640969276428,0.5478740334510803
1782968842942699500,0.729699462890625,0.36434465646743774,-0.10217137634754181,0.47351163625717163
1782968842952625200,0.739625244140625,0.3039628267288208,-0.13909371197223663,0.3817436397075653
1782968842962551300,0.74955126953125,0.2310345470905304,-0.17740753293037415,0.31143271923065186
1782968842972478500,0.759478515625,0.14970053732395172,-0.19368503987789154,0.2502572536468506
1782968842982404400,0.769404296875,0.05976319685578346,-0.21268297731876373,0.16554315388202667
1782968842992330200,0.779330322265625,-0.038604117929935455,-0.22034062445163727,0.06012272462248802
1782968843002257400,0.78925732421875,-0.14142850041389465,-0.21333624422550201,-0.06611031293869019
