time,seconds_elapsed,z,y,x
1782968830714988000,0.082988037109375,0.4524615705013275,0.32659676671028137,0.2322700321674347
1782968830724914700,0.092914794921875,0.5010560154914856,0.12834841012954712,0.36736634373664856
1782968830734840800,0.1028408203125,0.6199096441268921,-0.048057250678539276,0.5327901244163513
1782968830744766200,0.11276611328125,0.7520192265510559,-0.21254019439220428,0.7102961540222168
1782968830754693400,0.122693359375,0.8503595590591431,-0.30690404772758484,0.8834539651870728
1782968830764619300,0.132619384765625,0.908202052116394,-0.3414068818092346,0.98170405626297
1782968830774545400,0.14254541015625,0.9323166012763977,-0.34527915716171265,0.9949347972869873
1782968830784471300,0.15247119140625,0.9396363496780396,-0.29068461060523987,0.9452551603317261
1782968830794398200,0.162398193359375,0.8950491547584534,-0.20219404995441437,0.8266341090202332
1782968830804324400,0.172324462890625,0.7934514284133911,-0.11969145387411118,0.6406200528144836
1782968830814250500,0.18225048828125,0.6410850286483765,-0.0741436779499054,0.4020828306674957
1782968830824177200,0.19217724609375,0.43095794320106506,-0.0783245712518692,0.1632433384656906
1782968830834103300,0.202103271484375,0.19631889462471008,-0.1156044527888298,-0.03969784453511238
1782968830844029400,0.212029541015625,-0.011480377055704594,-0.09459344297647476,-0.17781603336334229
1782968830853956400,0.221956298828125,-0.15700840950012207,0.005037846975028515,-0.2637084126472473
1782968830863882200,0.23188232421875,-0.23916426301002502,0.1676318347454071,-0.31216755509376526
1782968830873808400,0.241808349609375,-0.2571754455566406,0.3680812120437622,-0.2871803939342499
1782968830883735300,0.2517353515625,-0.21599391102790833,0.6054484844207764,-0.17022128403186798
1782968830893661200,0.2616611328125,-0.14483709633350372,0.7903779149055481,0.016413893550634384
1782968830903587300,0.27158740234375,-0.07678801566362381,0.8671960234642029,0.19386723637580872
1782968830913513500,0.281513427734375,-0.010487860068678856,0.8271653056144714,0.2976847290992737
1782968830923440400,0.2914404296875,0.047283828258514404,0.6801699995994568,0.2810647487640381
1782968830933366300,0.3013662109375,0.061656735837459564,0.4501115381717682,0.1607179492712021
1782968830943292400,0.31129248046875,0.00790109857916832,0.20717982947826385,-0.02126302942633629
1782968830953219300,0.32121923828125,-0.10606402903795242,-0.04841399937868118,-0.217183917760849
1782968830963145200,0.331145263671875,-0.2531757056713104,-0.2609925866127014,-0.40101662278175354
1782968830973071400,0.3410712890625,-0.4252498149871826,-0.38797566294670105,-0.5483465194702148
1782968830982998300,0.350998291015625,-0.6041867733001709,-0.3723905682563782,-0.6272482872009277
1782968830992924400,0.36092431640625,-0.783025324344635,-0.26439154148101807,-0.6366400718688965
1782968831002850300,0.370850341796875,-0.9526907801628113,-0.10895160585641861,-0.6051732301712036
1782968831012777200,0.380777099609375,-1.0765286684036255,0.037118133157491684,-0.5586804747581482
1782968831022703400,0.390703369140625,-1.140906810760498,0.16028639674186707,-0.5390591025352478
1782968831032629200,0.400629150390625,-1.1614006757736206,0.23670607805252075,-0.5576876997947693
1782968831042556200,0.41055615234375,-1.1482324600219727,0.2781454026699066,-0.6038831472396851
1782968831052482300,0.420482421875,-1.1198527812957764,0.27556732296943665,-0.6714221835136414
1782968831062408400,0.430408447265625,-1.0696372985839844,0.20392857491970062,-0.7571245431900024
1782968831072334300,0.440334228515625,-1.0009390115737915,0.05366739630699158,-0.8250373601913452
1782968831082261200,0.45026123046875,-0.8979182839393616,-0.13535311818122864,-0.8488659858703613
1782968831092187400,0.4601875,-0.783699095249176,-0.35934263467788696,-0.8558521270751953
1782968831102113300,0.47011328125,-0.6999552249908447,-0.5390551090240479,-0.8578199148178101
1782968831112040200,0.480040283203125,-0.6703025698661804,-0.6599451899528503,-0.8841074109077454
1782968831121966300,0.48996630859375,-0.6876554489135742,-0.7298340201377869,-0.9445728659629822
1782968831131892500,0.499892578125,-0.7351121306419373,-0.7330493330955505,-1.0217012166976929
